year	age	male	female
1949	58	243	246
1949	59	253	263
1949	60	254	264
1949	61	235	246
1949	62	216	234
1949	63	183	205
1949	64	184	210
1949	65	176	208
1949	66	165	203
1949	67	156	194
1949	68	151	188
1949	69	132	170
1949	70	128	168
1949	71	117	158
1949	72	104	143
1949	73	97	136
1949	74	79	115
1949	75	69	103
1949	76	60	93
1949	77	50	78
1949	78	38	61
1949	79	30	51
1949	80	26	47
1949	81	24	44
1949	82	16	30
1949	83	13	27
1949	84	12	24
1949	85	26	59
1950	0	1182	1134
1950	1	1287	1236
1950	2	1265	1216
1950	3	1199	1148
1950	4	786	754
1950	5	832	809
1950	6	1009	982
1950	7	978	955
1950	8	1008	980
1950	9	1000	971
1950	10	910	888
1950	11	800	782
1950	12	863	848
1950	13	907	886
1950	14	920	897
1950	15	884	867
1950	16	861	845
1950	17	869	855
1950	18	862	849
1950	19	842	835
1950	20	803	800
1950	21	784	790
1950	22	765	774
1950	23	752	766
1950	24	733	759
1950	25	675	727
1950	26	610	687
1950	27	544	673
1950	28	507	651
1950	29	486	625
1950	30	518	653
1950	31	438	532
1950	32	456	547
1950	33	466	551
1950	34	483	559
1950	35	474	542
1950	36	489	553
1950	37	474	531
1950	38	477	536
1950	39	462	511
1950	40	459	492
1950	41	459	491
1950	42	446	465
1950	43	445	454
1950	44	390	382
1950	45	405	408
1950	46	394	385
1950	47	412	405
1950	48	410	401
1950	49	398	386
1950	50	373	364
1950	51	346	332
1950	52	353	344
1950	53	330	318
1950	54	317	312
1950	55	308	301
1950	56	289	283
1950	57	271	267
1950	58	272	274
1950	59	239	245
1950	60	248	261
1950	61	246	260
1950	62	229	241
1950	63	209	231
1950	64	177	202
1950	65	178	207
1950	66	169	202
1950	67	158	197
1950	68	149	189
1950	69	142	180
1950	70	125	164
1950	71	120	161
1950	72	109	150
1950	73	97	138
1950	74	89	127
1950	75	72	108
1950	76	63	96
1950	77	54	86
1950	78	45	72
1950	79	34	56
1950	80	26	47
1950	81	24	44
1950	82	21	41
1950	83	14	27
1950	84	11	22
1950	85	29	67
1951	0	1098	1050
1951	1	1155	1110
1951	2	1268	1221
1951	3	1258	1209
1951	4	1191	1144
1951	5	787	753
1951	6	825	810
1951	7	1011	985
1951	8	979	955
1951	9	1010	977
1951	10	1000	974
1951	11	915	888
1951	12	796	781
1951	13	862	857
1951	14	906	882
1951	15	920	896
1951	16	883	865
1951	17	860	838
1951	18	863	856
1951	19	855	843
1951	20	836	832
1951	21	800	799
1951	22	777	791
1951	23	755	774
1951	24	745	764
1951	25	723	757
1951	26	671	725
1951	27	608	682
1951	28	540	668
1951	29	499	647
1951	30	482	618
1951	31	513	648
1951	32	432	527
1951	33	453	545
1951	34	463	551
1951	35	479	559
1951	36	474	539
1951	37	489	549
1951	38	472	529
1951	39	473	537
1951	40	458	514
1951	41	455	491
1951	42	457	488
1951	43	448	463
1951	44	441	449
1951	45	393	378
1951	46	404	404
1951	47	390	384
1951	48	410	404
1951	49	405	396
1951	50	393	382
1951	51	365	364
1951	52	340	332
1951	53	349	340
1951	54	328	313
1951	55	315	308
1951	56	304	296
1951	57	281	281
1951	58	263	261
1951	59	266	269
1951	60	232	240
1951	61	242	257
1951	62	240	254
1951	63	221	239
1951	64	202	221
1951	65	168	197
1951	66	170	197
1951	67	161	195
1951	68	150	190
1951	69	143	183
1951	70	133	171
1951	71	115	155
1951	72	110	151
1951	73	100	142
1951	74	86	124
1951	75	83	121
1951	76	66	101
1951	77	55	88
1951	78	48	80
1951	79	39	64
1951	80	134	256
1952	0	1010	967
1952	1	1079	1034
1952	2	1147	1102
1952	3	1263	1216
1952	4	1248	1201
1952	5	1188	1139
1952	6	781	749
1952	7	827	806
1952	8	1005	980
1952	9	975	953
1952	10	1005	978
1952	11	997	970
1952	12	908	886
1952	13	798	780
1952	14	861	847
1952	15	905	884
1952	16	918	895
1952	17	882	865
1952	18	857	842
1952	19	865	852
1952	20	857	845
1952	21	836	831
1952	22	797	796
1952	23	778	785
1952	24	758	769
1952	25	746	761
1952	26	726	754
1952	27	669	722
1952	28	605	681
1952	29	539	668
1952	30	503	646
1952	31	482	620
1952	32	514	649
1952	33	434	528
1952	34	452	542
1952	35	462	546
1952	36	478	555
1952	37	469	537
1952	38	484	548
1952	39	470	527
1952	40	472	531
1952	41	457	506
1952	42	453	487
1952	43	453	486
1952	44	440	461
1952	45	439	449
1952	46	384	378
1952	47	398	403
1952	48	387	380
1952	49	405	400
1952	50	402	396
1952	51	389	380
1952	52	364	358
1952	53	337	326
1952	54	344	337
1952	55	321	311
1952	56	307	305
1952	57	297	294
1952	58	277	276
1952	59	259	259
1952	60	260	266
1952	61	227	236
1952	62	235	252
1952	63	232	250
1952	64	214	230
1952	65	194	219
1952	66	162	190
1952	67	162	194
1952	68	153	189
1952	69	142	183
1952	70	133	174
1952	71	125	164
1952	72	108	148
1952	73	103	145
1952	74	92	134
1952	75	80	121
1952	76	73	110
1952	77	58	91
1952	78	49	80
1952	79	182	346
1953	0	943	900
1953	1	996	954
1953	2	1072	1027
1953	3	1141	1096
1953	4	1258	1211
1953	5	1244	1198
1953	6	1186	1137
1953	7	779	748
1953	8	826	805
1953	9	1004	979
1953	10	974	953
1953	11	1004	978
1953	12	997	970
1953	13	908	886
1953	14	797	780
1953	15	861	847
1953	16	904	883
1953	17	917	894
1953	18	880	864
1953	19	855	841
1953	20	863	851
1953	21	855	843
1953	22	834	830
1953	23	795	794
1953	24	776	784
1953	25	757	768
1953	26	744	759
1953	27	724	753
1953	28	668	721
1953	29	603	680
1953	30	538	667
1953	31	502	645
1953	32	480	619
1953	33	512	648
1953	34	432	527
1953	35	451	541
1953	36	460	545
1953	37	477	553
1953	38	468	535
1953	39	483	547
1953	40	468	525
1953	41	470	529
1953	42	455	504
1953	43	451	485
1953	44	451	484
1953	45	438	458
1953	46	436	447
1953	47	381	375
1953	48	395	400
1953	49	384	378
1953	50	401	397
1953	51	398	393
1953	52	385	377
1953	53	359	355
1953	54	333	322
1953	55	339	333
1953	56	315	308
1953	57	301	301
1953	58	291	290
1953	59	271	272
1953	60	253	255
1953	61	254	261
1953	62	221	232
1953	63	228	247
1953	64	224	245
1953	65	206	225
1953	66	186	213
1953	67	154	184
1953	68	154	188
1953	69	144	182
1953	70	133	175
1953	71	124	166
1953	72	116	156
1953	73	100	140
1953	74	95	136
1953	75	84	125
1953	76	72	112
1953	77	65	101
1953	78	51	83
1953	79	42	72
1953	80	150	295
1954	0	883	840
1954	1	932	891
1954	2	993	951
1954	3	1070	1024
1954	4	1138	1095
1954	5	1258	1211
1954	6	1245	1198
1954	7	1187	1138
1954	8	780	749
1954	9	827	806
1954	10	1005	981
1954	11	976	955
1954	12	1006	980
1954	13	998	971
1954	14	910	888
1954	15	799	782
1954	16	862	848
1954	17	905	885
1954	18	917	895
1954	19	880	864
1954	20	855	841
1954	21	862	851
1954	22	853	843
1954	23	833	829
1954	24	794	794
1954	25	775	783
1954	26	756	768
1954	27	743	759
1954	28	723	752
1954	29	666	720
1954	30	602	680
1954	31	537	667
1954	32	501	644
1954	33	480	618
1954	34	512	647
1954	35	432	526
1954	36	450	541
1954	37	460	544
1954	38	476	553
1954	39	467	535
1954	40	481	546
1954	41	467	524
1954	42	468	528
1954	43	454	503
1954	44	449	484
1954	45	449	483
1954	46	436	457
1954	47	434	446
1954	48	379	374
1954	49	393	399
1954	50	381	376
1954	51	398	395
1954	52	394	391
1954	53	381	375
1954	54	355	353
1954	55	329	320
1954	56	334	331
1954	57	311	305
1954	58	297	298
1954	59	286	287
1954	60	266	269
1954	61	248	252
1954	62	248	258
1954	63	215	228
1954	64	222	243
1954	65	217	240
1954	66	199	220
1954	67	179	208
1954	68	147	178
1954	69	147	182
1954	70	137	176
1954	71	125	169
1954	72	116	159
1954	73	108	148
1954	74	92	132
1954	75	87	128
1954	76	77	117
1954	77	65	104
1954	78	58	93
1954	79	45	74
1954	80	159	314
